subject_name,course_name,abs_course_url
Computer Science,Demystifying AI/ML/DL,https://www.classcentral.com/course/independent-demystifying-ai-ml-dl-12652
Computer Science,Developing Machine Learning Applications,https://www.classcentral.com/course/independent-developing-machine-learning-applications-12654
Computer Science,Communicating with Chat Bots,https://www.classcentral.com/course/independent-communicating-with-chat-bots-12656
Computer Science,Machine Learning Security,https://www.classcentral.com/course/independent-machine-learning-security-12651
Computer Science,Speaking Of: Machine Translation and Natural Language Processing (NLP),https://www.classcentral.com/course/independent-speaking-of-machine-translation-and-natural-language-processing-nlp-12669
Computer Science,Seeing Clearly: Computer Vision Theory,https://www.classcentral.com/course/independent-seeing-clearly-computer-vision-theory-12670
Computer Science,Exploring the Machine Learning Toolset,https://www.classcentral.com/course/independent-exploring-the-machine-learning-toolset-12668
Computer Science,Mainframe - Crucial Role in Modern Enterprise Computing,https://www.classcentral.com/course/openhpi-mainframe-crucial-role-in-modern-enterprise-computing-9972
Computer Science,Excel: gestión de datos,https://www.classcentral.com/course/edx-excel-gestion-de-datos-7462
Computer Science,Introduction to Cybersecurity,https://www.classcentral.com/course/udacity-introduction-to-cybersecurity-12667
Computer Science,Foundations of Data Science: Prediction and Machine Learning,https://www.classcentral.com/course/edx-foundations-of-data-science-prediction-and-machine-learning-10320
Computer Science,Introducción al diseño de hardware con Verilog,https://www.classcentral.com/course/edx-introduccion-al-diseno-de-hardware-con-verilog-11782
Computer Science,Deep Learning through Transformative Pedagogy,https://www.classcentral.com/course/edx-deep-learning-through-transformative-pedagogy-7388
Computer Science,Blockchain Technology,https://www.classcentral.com/course/edx-blockchain-technology-11428
Computer Science,Datensicherheit im Netz – Einführung in die Informationssicherheit,https://www.classcentral.com/course/openhpi-datensicherheit-im-netz-einfuhrung-in-die-informationssicherheit-12641
Computer Science,Introducción a la programación en C: Instrucciones de control y ficheros de texto,https://www.classcentral.com/course/edx-introduccion-a-la-programacion-en-c-instrucciones-de-control-y-ficheros-de-texto-12157
Computer Science,Introducción a la programación en C: Tipos de datos y estructuras,https://www.classcentral.com/course/edx-introduccion-a-la-programacion-en-c-tipos-de-datos-y-estructuras-12156
Computer Science,Introducción a la programación en C: Funciones y punteros,https://www.classcentral.com/course/edx-introduccion-a-la-programacion-en-c-funciones-y-punteros-12158
Computer Science,Hacker Tools,https://www.classcentral.com/course/independent-hacker-tools-13160
Computer Science,Accessible Gamification,https://www.classcentral.com/course/edx-accessible-gamification-9485
Computer Science,大数据机器学习|Big Data Machine Learning,https://www.classcentral.com/course/edx--big-data-machine-learning-12739
Computer Science,Introduzione all'informatica,https://www.classcentral.com/course/edx-introduzione-all-informatica-11403
Computer Science,Nuove tecnologie digitali,https://www.classcentral.com/course/edx-nuove-tecnologie-digitali-11406
Computer Science,"Il linguaggio naturale, dall'uomo alla macchina",https://www.classcentral.com/course/edx-il-linguaggio-naturale-dall-uomo-alla-macchina-11401
Computer Science,Foundations of Data Structures,https://www.classcentral.com/course/edx-foundations-of-data-structures-5755
Computer Science,Implementation of Data Structures,https://www.classcentral.com/course/edx-implementation-of-data-structures-5753
Computer Science,Algorithms,https://www.classcentral.com/course/edx-algorithms-5752
Computer Science,Innovation and IT Management,https://www.classcentral.com/course/edx-innovation-and-it-management-3594
Computer Science,Computational Thinking for Modeling and Simulation,https://www.classcentral.com/course/edx-computational-thinking-for-modeling-and-simulation-12764
Computer Science,Intro to TensorFlow for Deep Learning,https://www.classcentral.com/course/udacity-intro-to-tensorflow-for-deep-learning-13286
Computer Science,Digitale Identitäten - Wer bin ich im Netz?,https://www.classcentral.com/course/openhpi-digitale-identitaten-wer-bin-ich-im-netz-12642
Computer Science,Diseño de sistemas de información gerencial para intranet con Microsoft Access,https://www.classcentral.com/course/edx-diseno-de-sistemas-de-informacion-gerencial-para-intranet-con-microsoft-access-11413
Computer Science,Microsoft Azure Identity,https://www.classcentral.com/course/edx-microsoft-azure-identity-7322
Computer Science,Automating Azure Workloads,https://www.classcentral.com/course/edx-automating-azure-workloads-9433
Computer Science,Microsoft Azure Virtual Machines,https://www.classcentral.com/course/edx-microsoft-azure-virtual-machines-7216
Computer Science,Microsoft Azure Virtual Networks,https://www.classcentral.com/course/edx-microsoft-azure-virtual-networks-7316
Computer Science,Microsoft Azure App Service,https://www.classcentral.com/course/edx-microsoft-azure-app-service-9313
Computer Science,Migrating Workloads to Azure,https://www.classcentral.com/course/edx-migrating-workloads-to-azure-9314
Computer Science,Azure Security and Compliance,https://www.classcentral.com/course/edx-azure-security-and-compliance-9432
Computer Science,Algorithmic Design and Techniques,https://www.classcentral.com/course/edx-algorithmic-design-and-techniques-10241
Computer Science,DevOps for Developers: How to Get Started,https://www.classcentral.com/course/edx-devops-for-developers-how-to-get-started-6333
Computer Science,Microsoft Professional Orientation : Cloud Administration,https://www.classcentral.com/course/edx-microsoft-professional-orientation-cloud-administration-9328
Computer Science,Introduction to NoSQL Data Solutions,https://www.classcentral.com/course/edx-introduction-to-nosql-data-solutions-8125
Computer Science,Agile Software Development,https://www.classcentral.com/course/edx-agile-software-development-6878
Computer Science,IoT System Design: Software and Hardware Integration,https://www.classcentral.com/course/edx-iot-system-design-software-and-hardware-integration-12767
Computer Science,Blockchain - Sicherheit auch ohne Trust Center,https://www.classcentral.com/course/openhpi-blockchain-sicherheit-auch-ohne-trust-center-12783
Computer Science,Data Structures Fundamentals,https://www.classcentral.com/course/edx-data-structures-fundamentals-10246
Computer Science,I sistemi Operativi Moderni,https://www.classcentral.com/course/edx-i-sistemi-operativi-moderni-10696
Computer Science,Aplicaciones de la Teoría de Grafos a la Vida Real (I),https://www.classcentral.com/course/edx-aplicaciones-de-la-teoria-de-grafos-a-la-vida-real-i-3639
Computer Science,Introduction to Cybersecurity,https://www.classcentral.com/course/edx-introduction-to-cybersecurity-8651
Computer Science,Foundations of Machine Learning,https://www.classcentral.com/course/independent-foundations-of-machine-learning-13622
Computer Science,Cybersecurity: The CISO's View,https://www.classcentral.com/course/edx-cybersecurity-the-ciso-s-view-8652
Computer Science,Building a Cybersecurity Toolkit,https://www.classcentral.com/course/edx-building-a-cybersecurity-toolkit-8653
Computer Science,Quantum Machine Learning,https://www.classcentral.com/course/edx-quantum-machine-learning-12860
Computer Science,Finding Your Cybersecurity Career Path,https://www.classcentral.com/course/edx-finding-your-cybersecurity-career-path-8654
Computer Science,IoT System Architecture: Design and Evaluation,https://www.classcentral.com/course/edx-iot-system-architecture-design-and-evaluation-13241
Computer Science,Enabling Technologies for Data Science and Analytics: The Internet of Things,https://www.classcentral.com/course/edx-enabling-technologies-for-data-science-and-analytics-the-internet-of-things-4911
Computer Science,Future of Computing - IBM Power 9 and beyond,https://www.classcentral.com/course/openhpi-future-of-computing-ibm-power-9-and-beyond-13386
Computer Science,Microsoft Professional Capstone : Cloud Administration,https://www.classcentral.com/course/edx-microsoft-professional-capstone-cloud-administration-9355
Computer Science,Secure and Private AI,https://www.classcentral.com/course/udacity-secure-and-private-ai-13642
Computer Science,SAP Cloud Platform Essentials,https://www.classcentral.com/course/opensap-sap-cloud-platform-essentials-8945
Computer Science,Sicher per E-Mail kommunizieren - Mitleser unerwünscht,https://www.classcentral.com/course/openhpi-sicher-per-e-mail-kommunizieren-mitleser-unerwunscht-3276
Computer Science,LAFF-On Programming for High Performance,https://www.classcentral.com/course/edx-laff-on-programming-for-high-performance-13675
Computer Science,Introduction to Kubernetes,https://www.classcentral.com/course/edx-introduction-to-kubernetes-8764
Computer Science,Aplicaciones de la Teoría de Grafos a la vida real II,https://www.classcentral.com/course/edx-aplicaciones-de-la-teoria-de-grafos-a-la-vida-real-ii-4488
Computer Science,"Portfolio Management, Governance, & the PMO",https://www.classcentral.com/course/edx-portfolio-management-governance-the-pmo-8590
Computer Science,Kyma – A Flexible Way to Connect and Extend Applications,https://www.classcentral.com/course/opensap-kyma-a-flexible-way-to-connect-and-extend-applications-13609
Computer Science,Autonomous Mobile Robots,https://www.classcentral.com/course/edx-autonomous-mobile-robots-1564
Computer Science,Leadership and Management for PM Practitioners in IT,https://www.classcentral.com/course/edx-leadership-and-management-for-pm-practitioners-in-it-8589
Computer Science,iLabX – The Internet Masterclass,https://www.classcentral.com/course/edx-ilabx-the-internet-masterclass-13734
Computer Science,Developing International Software,https://www.classcentral.com/course/edx-developing-international-software-7811
Computer Science,"Microsoft Office Fundamentals: Outlook, Word, and Excel",https://www.classcentral.com/course/edx-microsoft-office-fundamentals-outlook-word-and-excel-9201
Computer Science,Security in Office 365,https://www.classcentral.com/course/edx-security-in-office-365-9618
Computer Science,DevOps Testing,https://www.classcentral.com/course/edx-devops-testing-9479
Computer Science,Reinforcement Learning Explained,https://www.classcentral.com/course/edx-reinforcement-learning-explained-9926
Computer Science,Powershell Security Best Practices,https://www.classcentral.com/course/edx-powershell-security-best-practices-9946
Computer Science,Windows Support Essentials: Maintenance,https://www.classcentral.com/course/edx-windows-support-essentials-maintenance-9834
Computer Science,IT Support: Documentation,https://www.classcentral.com/course/edx-it-support-documentation-9839
Computer Science,Predictive Analytics for IoT Solutions,https://www.classcentral.com/course/edx-predictive-analytics-for-iot-solutions-12662
Computer Science,Microsoft Service Adoption Specialist,https://www.classcentral.com/course/edx-microsoft-service-adoption-specialist-11972
Computer Science,Algorithms and Data Structures,https://www.classcentral.com/course/edx-algorithms-and-data-structures-8937
Computer Science,Windows Support Essentials: Configuration,https://www.classcentral.com/course/edx-windows-support-essentials-configuration-9835
Computer Science,IT Support: Troubleshooting,https://www.classcentral.com/course/edx-it-support-troubleshooting-9838
Computer Science,IT Support: Troubleshooting Windows,https://www.classcentral.com/course/edx-it-support-troubleshooting-windows-9615
Computer Science,Microsoft Azure Security Services,https://www.classcentral.com/course/edx-microsoft-azure-security-services-9825
Computer Science,Speech Recognition Systems,https://www.classcentral.com/course/edx-speech-recognition-systems-10041
Computer Science,Microsoft Professional Capstone : Cybersecurity,https://www.classcentral.com/course/edx-microsoft-professional-capstone-cybersecurity-11474
Computer Science,From Graph to Knowledge Graph – Algorithms and Applications,https://www.classcentral.com/course/edx-from-graph-to-knowledge-graph-algorithms-and-applications-11804
Computer Science,IoT Data Analytics and Storage,https://www.classcentral.com/course/edx-iot-data-analytics-and-storage-12664
Computer Science,Managing Identity,https://www.classcentral.com/course/edx-managing-identity-8721
Computer Science,Logic and Computational Thinking,https://www.classcentral.com/course/edx-logic-and-computational-thinking-8725
Computer Science,Architecting Distributed Cloud Applications,https://www.classcentral.com/course/edx-architecting-distributed-cloud-applications-8771
Computer Science,DevOps Practices and Principles,https://www.classcentral.com/course/edx-devops-practices-and-principles-9475
Computer Science,Algorithms and Data Structures in C#,https://www.classcentral.com/course/edx-algorithms-and-data-structures-in-c-9483
Computer Science,Microsoft Professional Capstone : DevOps,https://www.classcentral.com/course/edx-microsoft-professional-capstone-devops-9488
Computer Science,Introduction to Artificial Intelligence (AI),https://www.classcentral.com/course/edx-introduction-to-artificial-intelligence-ai-9164
Computer Science,IT Support: Fundamentals,https://www.classcentral.com/course/edx-it-support-fundamentals-9836
Computer Science,IT Support: Communication,https://www.classcentral.com/course/edx-it-support-communication-9837
Computer Science,IT Support: Networking Essentials,https://www.classcentral.com/course/edx-it-support-networking-essentials-9616
Computer Science,Essential Math for Machine Learning: R Edition,https://www.classcentral.com/course/edx-essential-math-for-machine-learning-r-edition-11605
Computer Science,Enabling Teamwork with Microsoft Teams,https://www.classcentral.com/course/edx-enabling-teamwork-with-microsoft-teams-11340
Computer Science,Microsoft Professional Capstone : Artificial Intelligence,https://www.classcentral.com/course/edx-microsoft-professional-capstone-artificial-intelligence-11383
Computer Science,Getting Started with the Internet of Things (IoT),https://www.classcentral.com/course/edx-getting-started-with-the-internet-of-things-iot-12658
Computer Science,IoT Device Configuration and Communication: C Edition,https://www.classcentral.com/course/edx-iot-device-configuration-and-communication-c-edition-12659
Computer Science,Analyzing and Visualizing Data with Power BI,https://www.classcentral.com/course/edx-analyzing-and-visualizing-data-with-power-bi-5156
Computer Science,Microsoft SharePoint 2016: Authentication and Security,https://www.classcentral.com/course/edx-microsoft-sharepoint-2016-authentication-and-security-7157
Computer Science,Deep Learning Explained,https://www.classcentral.com/course/edx-deep-learning-explained-8746
Computer Science,IT Support: Hardware Essentials,https://www.classcentral.com/course/edx-it-support-hardware-essentials-9830
Computer Science,IT Support: Troubleshooting Microsoft Office,https://www.classcentral.com/course/edx-it-support-troubleshooting-microsoft-office-9831
Computer Science,Microsoft Professional Capstone: IT Support,https://www.classcentral.com/course/edx-microsoft-professional-capstone-it-support-9832
Computer Science,IT Support: Cloud Fundamentals,https://www.classcentral.com/course/edx-it-support-cloud-fundamentals-9617
Computer Science,Windows 10 Security Features,https://www.classcentral.com/course/edx-windows-10-security-features-9315
Computer Science,Continuous Integration and Continuous Deployment,https://www.classcentral.com/course/edx-continuous-integration-and-continuous-deployment-9477
Computer Science,Configuration Management for Containerized Delivery,https://www.classcentral.com/course/edx-configuration-management-for-containerized-delivery-9478
Computer Science,DevOps for Databases,https://www.classcentral.com/course/edx-devops-for-databases-9480
Computer Science,Principles of Machine Learning: R Edition,https://www.classcentral.com/course/edx-principles-of-machine-learning-r-edition-11602
Computer Science,Introduction to Device Programming for IoT: C Edition,https://www.classcentral.com/course/edx-introduction-to-device-programming-for-iot-c-edition-12663
Computer Science,Windows Support Essentials: Installation,https://www.classcentral.com/course/edx-windows-support-essentials-installation-9833
Computer Science,Natural Language Processing (NLP),https://www.classcentral.com/course/edx-natural-language-processing-nlp-9880
Computer Science,Developing Big Data Solutions with Azure Machine Learning,https://www.classcentral.com/course/edx-developing-big-data-solutions-with-azure-machine-learning-8526
Computer Science,Windows Server 2016 Security Features,https://www.classcentral.com/course/edx-windows-server-2016-security-features-9316
Computer Science,Infrastructure as Code,https://www.classcentral.com/course/edx-infrastructure-as-code-9476
Computer Science,DevOps for Mobile Apps,https://www.classcentral.com/course/edx-devops-for-mobile-apps-9486
Computer Science,Threat Detection: Planning for a Secure Enterprise,https://www.classcentral.com/course/edx-threat-detection-planning-for-a-secure-enterprise-11355
Computer Science,Enterprise Security Fundamentals,https://www.classcentral.com/course/edx-enterprise-security-fundamentals-11359
Computer Science,Principles of Machine Learning: Python Edition,https://www.classcentral.com/course/edx-principles-of-machine-learning-python-edition-11609
Computer Science,Planning a Security Incident Response,https://www.classcentral.com/course/edx-planning-a-security-incident-response-11507
Computer Science,Computer Vision and Image Analysis,https://www.classcentral.com/course/edx-computer-vision-and-image-analysis-11378
Computer Science,IoT Architecture Design and Business Planning,https://www.classcentral.com/course/edx-iot-architecture-design-and-business-planning-12660
Computer Science,Introduction to Hyperledger Blockchain Technologies,https://www.classcentral.com/course/edx-introduction-to-hyperledger-blockchain-technologies-9484
Computer Science,Software Development Fundamentals,https://www.classcentral.com/course/edx-software-development-fundamentals-8516
Computer Science,プログラミングしながら学ぶコンピュータサイエンス入門 : Introduction to Computer Science and Programming,https://www.classcentral.com/course/edx--introduction-to-computer-science-and-programming-13874
Computer Science,Introduction to the Internet of Things,https://www.classcentral.com/course/edx-introduction-to-the-internet-of-things-14520
Computer Science,Introducción al Internet de las Cosas (IoT),https://www.classcentral.com/course/edx-introduccion-al-internet-de-las-cosas-iot-15147
Computer Science,Prediction and Control with Function Approximation,https://www.classcentral.com/course/coursera-prediction-and-control-with-function-approximation-14499
Computer Science,A Complete Reinforcement Learning System (Capstone),https://www.classcentral.com/course/coursera-a-complete-reinforcement-learning-system-capstone-14498
Computer Science,Introducción al Machine Learning,https://www.classcentral.com/course/miriadax-introduccion-al-machine-learning-14582
Computer Science,Malicious Software and its Underground Economy: Two Sides to Every Story,https://www.classcentral.com/course/coursera-malicious-software-and-its-underground-economy-two-sides-to-every-story-531
Computer Science,Cognición encarnada,https://www.classcentral.com/course/coursera-cognicion-encarnada-12452
Computer Science,Strategic and Transformational IT,https://www.classcentral.com/course/edx-strategic-and-transformational-it-11674
Computer Science,The Business of Cybersecurity Capstone,https://www.classcentral.com/course/coursera-the-business-of-cybersecurity-capstone-6587
Computer Science,Creatividad computacional,https://www.classcentral.com/course/coursera-creatividad-computacional-13799
Computer Science,Das liebe Geld - Finance im Alltag,https://www.classcentral.com/course/coursera-das-liebe-geld-finance-im-alltag-7794
Computer Science,Inteligencia artificial: Proyecto final,https://www.classcentral.com/course/coursera-inteligencia-artificial-proyecto-final-12447
Computer Science,Python in High Performance Computing,https://www.classcentral.com/course/futurelearn-python-in-high-performance-computing-13774
Computer Science,Aprendizaje de máquinas,https://www.classcentral.com/course/coursera-aprendizaje-de-maquinas-12448
Computer Science,Animation and CGI Motion,https://www.classcentral.com/course/edx-animation-and-cgi-motion-7242
Computer Science,Algorithm Design and Analysis,https://www.classcentral.com/course/edx-algorithm-design-and-analysis-8520
Computer Science,The Cyber Security Landscape,https://www.classcentral.com/course/futurelearn-the-cyber-security-landscape-13775
Computer Science,Basics of Network Security,https://www.classcentral.com/course/futurelearn-basics-of-network-security-11668
Computer Science,An Introduction to Cryptography,https://www.classcentral.com/course/futurelearn-an-introduction-to-cryptography-11655
Computer Science,Representing Data with Images and Sound: Bringing Data to Life,https://www.classcentral.com/course/futurelearn-representing-data-with-images-and-sound-bringing-data-to-life-12874
Computer Science,Security Operations,https://www.classcentral.com/course/futurelearn-security-operations-14397
Computer Science,Network Defence Management Overview,https://www.classcentral.com/course/futurelearn-network-defence-management-overview-13776
Computer Science,SAP Intelligent Robotic Process Automation in a Nutshell,https://www.classcentral.com/course/opensap-sap-intelligent-robotic-process-automation-in-a-nutshell-13722
Computer Science,Comprendre le coeur d'internet : les réseaux d'opérateurs,https://www.classcentral.com/course/france-universite-numerique-comprendre-le-coeur-d-internet-les-reseaux-d-operateurs-11628
Computer Science,Codificación de audio: Más allá del MP3,https://www.classcentral.com/course/edx-codificacion-de-audio-mas-alla-del-mp3-8727
Computer Science,UML Class Diagrams for Software Engineering,https://www.classcentral.com/course/edx-uml-class-diagrams-for-software-engineering-7837
Computer Science,How Computers Work: Demystifying Computation,https://www.classcentral.com/course/futurelearn-how-computers-work-demystifying-computation-12030
Computer Science,Introducción a la visión por computador: desarrollo de aplicaciones con OpenCV,https://www.classcentral.com/course/edx-introduccion-a-la-vision-por-computador-desarrollo-de-aplicaciones-con-opencv-3926
Computer Science,Comprendre la 4G,https://www.classcentral.com/course/france-universite-numerique-comprendre-la-4g-4459
Computer Science,Cyber Security Basics: A Hands-on Approach,https://www.classcentral.com/course/edx-cyber-security-basics-a-hands-on-approach-7849
Computer Science,Cloud Computing Infrastructure,https://www.classcentral.com/course/edx-cloud-computing-infrastructure-8181
Computer Science,Cloud Computing for Enterprises,https://www.classcentral.com/course/edx-cloud-computing-for-enterprises-8168
Computer Science,Formal Software Verification,https://www.classcentral.com/course/edx-formal-software-verification-8180
Computer Science,The Software Architect Code: Building the Digital World,https://www.classcentral.com/course/edx-the-software-architect-code-building-the-digital-world-4812
Computer Science,Sparse Representations in Image Processing: From Theory to Practice,https://www.classcentral.com/course/edx-sparse-representations-in-image-processing-from-theory-to-practice-9135
Computer Science,Sparse Representations in Signal and Image Processing: Fundamentals,https://www.classcentral.com/course/edx-sparse-representations-in-signal-and-image-processing-fundamentals-9133
Computer Science,"Die Technologie, die die Welt veränderte - 50 Jahre Internet",https://www.classcentral.com/course/openhpi-die-technologie-die-die-welt-veranderte-50-jahre-internet-13390
Computer Science,Clinical Natural Language Processing,https://www.classcentral.com/course/coursera-clinical-natural-language-processing-12840
Computer Science,Programmer un objet avec Arduino - session 4,https://www.classcentral.com/course/france-universite-numerique-programmer-un-objet-avec-arduino-session-4-10887
Computer Science,Internet of Things for Active Aging,https://www.classcentral.com/course/futurelearn-internet-of-things-for-active-aging-6528
Computer Science,Decision-Making for Autonomous Systems,https://www.classcentral.com/course/edx-decision-making-for-autonomous-systems-10305
Computer Science,Digital Ecosystem Infrastructure,https://www.classcentral.com/course/edx-digital-ecosystem-infrastructure-13171
Computer Science,Object-oriented Programming in Python: Create Your Own Adventure Game,https://www.classcentral.com/course/futurelearn-object-oriented-programming-in-python-create-your-own-adventure-game-8884
Computer Science,Programming 102: Think Like a Computer Scientist,https://www.classcentral.com/course/futurelearn-programming-102-think-like-a-computer-scientist-12758
Computer Science,Introduction to Java Programming: Fundamental Data Structures and Algorithms,https://www.classcentral.com/course/edx-introduction-to-java-programming-fundamental-data-structures-and-algorithms-7454
Computer Science,Software Testing Fundamentals,https://www.classcentral.com/course/edx-software-testing-fundamentals-8179
Computer Science,Cloud Computing Security,https://www.classcentral.com/course/edx-cloud-computing-security-8164
Computer Science,Cloud Computing Management,https://www.classcentral.com/course/edx-cloud-computing-management-8172
Computer Science,Software libre y conocimiento en abierto,https://www.classcentral.com/course/miriadax-software-libre-y-conocimiento-en-abierto-1082
Computer Science,MATLAB Y OCTAVE para ingenieros y científicos,https://www.classcentral.com/course/miriadax-matlab-y-octave-para-ingenieros-y-cientificos-10188
Computer Science,Pensamiento Computacional en la Escuela,https://www.classcentral.com/course/miriadax-pensamiento-computacional-en-la-escuela-4030
Computer Science,"Networked control systems with Arduino: an introduction to technology, programming and robotics",https://www.classcentral.com/course/miriadax-networked-control-systems-with-arduino-an-introduction-to-technology-programming-and-robotics-10413
Computer Science,Practical Internet of Things,https://www.classcentral.com/course/miriadax-practical-internet-of-things-10187
Computer Science,Criptología Matemática,https://www.classcentral.com/course/miriadax-criptologia-matematica-4957
Computer Science,moocTLH: Nuevos retos en las tecnologías del lenguaje humano,https://www.classcentral.com/course/miriadax-mooctlh-nuevos-retos-en-las-tecnologias-del-lenguaje-humano-5659
Computer Science,El hogar digital para la provisión de servicios sociosanitarios,https://www.classcentral.com/course/miriadax-el-hogar-digital-para-la-provision-de-servicios-sociosanitarios-10415
Computer Science,Network Security,https://www.classcentral.com/course/edx-network-security-7858
Computer Science,Cybersecurity Capstone,https://www.classcentral.com/course/edx-cybersecurity-capstone-7873
Computer Science,Cybersecurity Risk Management,https://www.classcentral.com/course/edx-cybersecurity-risk-management-7845
Computer Science,Computer Forensics,https://www.classcentral.com/course/edx-computer-forensics-7857
Computer Science,Linux Basics: The Command Line Interface,https://www.classcentral.com/course/edx-linux-basics-the-command-line-interface-11537
Computer Science,AP Computer Science A: Java Programming Classes and Objects,https://www.classcentral.com/course/edx-ap-computer-science-a-java-programming-classes-and-objects-7211
Computer Science,C Programming: Pointers and Memory Management,https://www.classcentral.com/course/edx-c-programming-pointers-and-memory-management-11533
Computer Science,C Programming: Language Foundations,https://www.classcentral.com/course/edx-c-programming-language-foundations-11535
Computer Science,C Programming: Modular Programming and Memory Management,https://www.classcentral.com/course/edx-c-programming-modular-programming-and-memory-management-11666
Computer Science,C Programming: Getting Started,https://www.classcentral.com/course/edx-c-programming-getting-started-11534
Computer Science,C Programming: Advanced Data Types,https://www.classcentral.com/course/edx-c-programming-advanced-data-types-11536
Computer Science,C Programming: Using Linux Tools and Libraries,https://www.classcentral.com/course/edx-c-programming-using-linux-tools-and-libraries-11538
Computer Science,Introduction to the Internet of Things (IoT),https://www.classcentral.com/course/edx-introduction-to-the-internet-of-things-iot-9750
Computer Science,Machine Learning with Python: from Linear Models to Deep Learning,https://www.classcentral.com/course/edx-machine-learning-with-python-from-linear-models-to-deep-learning-11483
Computer Science,IoT Networks and Protocols,https://www.classcentral.com/course/edx-iot-networks-and-protocols-9752
Computer Science,Software Testing Management,https://www.classcentral.com/course/edx-software-testing-management-8171
Computer Science,AP Computer Science A: Java Programming Polymorphism and Advanced Data Structures,https://www.classcentral.com/course/edx-ap-computer-science-a-java-programming-polymorphism-and-advanced-data-structures-7219
Computer Science,Machine Learning: Classification,https://www.classcentral.com/course/coursera-machine-learning-classification-4219
Computer Science,Transport Systems: Global Issues and Future Innovations,https://www.classcentral.com/course/futurelearn-transport-systems-global-issues-and-future-innovations-12705
Computer Science,Convolutional Neural Networks,https://www.classcentral.com/course/coursera-convolutional-neural-networks-9057
Computer Science,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",https://www.classcentral.com/course/coursera-cloud-computing-applications-part-1-cloud-systems-and-infrastructure-2738
Computer Science,Mathematics for Machine Learning: Multivariate Calculus,https://www.classcentral.com/course/coursera-mathematics-for-machine-learning-multivariate-calculus-10452
Computer Science,Cryptography,https://www.classcentral.com/course/coursera-cryptography-1730
Computer Science,Coding - il linguaggio nascosto delle cose,https://www.classcentral.com/course/polimi-open-knowledge-coding-il-linguaggio-nascosto-delle-cose-4980
Computer Science,Blockchain in the Energy Sector,https://www.classcentral.com/course/futurelearn-blockchain-in-the-energy-sector-9526
Computer Science,Problem Solving through Programming in C,https://www.classcentral.com/course/swayam-problem-solving-through-programming-in-c-10090
Computer Science,Computer Vision,https://www.classcentral.com/course/swayam-computer-vision-13952
Computer Science,Deep Learning (IITKGP),https://www.classcentral.com/course/swayam-deep-learning-iitkgp-13988
Computer Science,Demystifying networking,https://www.classcentral.com/course/swayam-demystifying-networking-13990
Computer Science,Mapping Signal Processing Algorithms to Architectures,https://www.classcentral.com/course/swayam-mapping-signal-processing-algorithms-to-architectures-14183
Computer Science,The Joy of Computing using Python,https://www.classcentral.com/course/swayam-the-joy-of-computing-using-python-14329
Computer Science,Introduction to Computer Vision,https://www.classcentral.com/course/swayam-introduction-to-computer-vision-14145
Computer Science,Applied Natural Language Processing,https://www.classcentral.com/course/swayam-applied-natural-language-processing-13899
Computer Science,Artificial Intelligence Search Methods For Problem Solving,https://www.classcentral.com/course/swayam-artificial-intelligence-search-methods-for-problem-solving-13903
Computer Science,Pattern Recognition and Application,https://www.classcentral.com/course/swayam-pattern-recognition-and-application-14228
Computer Science,Fundamentals Of Artificial Intelligence,https://www.classcentral.com/course/swayam-fundamentals-of-artificial-intelligence-14070
Computer Science,Internet of Things Capstone: Build a Mobile Surveillance System,https://www.classcentral.com/course/coursera-internet-of-things-capstone-build-a-mobile-surveillance-system-5124
Computer Science,Reinforcement Learning,https://www.classcentral.com/course/swayam-reinforcement-learning-6706
Computer Science,Natural Language Processing,https://www.classcentral.com/course/swayam-natural-language-processing-7950
Computer Science,How Google does Machine Learning,https://www.classcentral.com/course/coursera-how-google-does-machine-learning-10446
Computer Science,Introduction to Internet of Things,https://www.classcentral.com/course/swayam-introduction-to-internet-of-things-10093
Computer Science,Ethical Hacking,https://www.classcentral.com/course/swayam-ethical-hacking-14045
Computer Science,Deep Learning Part 1 (IITM),https://www.classcentral.com/course/swayam-deep-learning-part-1-iitm-13989
Computer Science,Introduction to Machine Learning (IITKGP),https://www.classcentral.com/course/swayam-introduction-to-machine-learning-iitkgp-14154
Computer Science,Theory of Computation,https://www.classcentral.com/course/swayam-theory-of-computation-6701
Computer Science,Social networks,https://www.classcentral.com/course/swayam-social-networks-9920
Computer Science,Machine Learning for Engineering and Science Applications,https://www.classcentral.com/course/swayam-machine-learning-for-engineering-and-science-applications-12932
Computer Science,"Programming, Data Structures And Algorithms Using Python",https://www.classcentral.com/course/swayam-programming-data-structures-and-algorithms-using-python-14260
Computer Science,Digital Image Processing,https://www.classcentral.com/course/swayam-digital-image-processing-14005
Computer Science,Discrete Mathematics (IITG),https://www.classcentral.com/course/swayam-discrete-mathematics-iitg-14012
Computer Science,Discrete Mathematics (IITRopar),https://www.classcentral.com/course/swayam-discrete-mathematics-iitropar-14013
Computer Science,Introduction to Machine Learning (IITKGP),https://www.classcentral.com/course/swayam-introduction-to-machine-learning-iitkgp-14153
Computer Science,Introduction to Operating Systems,https://www.classcentral.com/course/swayam-introduction-to-operating-systems-6559
Computer Science,Operating System Fundamentals,https://www.classcentral.com/course/swayam-operating-system-fundamentals-14217
Computer Science,Advanced Computer Architecture,https://www.classcentral.com/course/swayam-advanced-computer-architecture-13884
